# Observed by B. Martin
# Reduced by B. Martin
# On 08/08/2025, 01:43:46
# Using DEbass pipeline: v01
# Using metadata: m01
#
# Wavelength Flux Error
3502.32	2.0539e-01	9.5151e+00
3503.10	2.6419e+01	9.4803e+00
3503.87	1.7386e+01	9.3168e+00
3504.65	2.1956e+01	9.0001e+00
3505.42	1.4538e+01	9.1319e+00
3506.20	1.2186e+01	9.2646e+00
3506.97	1.3201e+01	9.2259e+00
3507.75	-1.4635e+00	9.2306e+00
3508.52	-3.9681e+01	9.2012e+00
3509.30	-5.5681e+00	8.8486e+00
3510.07	6.0793e+00	8.8410e+00
3510.85	1.2407e+01	8.8423e+00
3511.62	2.6184e+01	8.8298e+00
3512.40	2.2231e+01	8.8112e+00
3513.17	-9.3755e+00	8.8030e+00
3513.95	9.2742e+00	8.8216e+00
3514.72	5.4157e+00	8.8428e+00
3515.50	6.1380e+00	8.7835e+00
3516.27	2.2934e+01	8.7325e+00
3517.05	2.7318e+01	8.9133e+00
3517.82	2.6113e+01	8.7315e+00
3518.60	1.2339e+01	8.8159e+00
3519.37	6.3989e+00	8.8081e+00
3520.15	-5.9274e+00	8.6605e+00
3520.92	1.5157e+01	8.5160e+00
3521.70	-2.4581e+00	8.5409e+00
3522.47	7.5745e+00	8.3509e+00
3523.25	-5.5209e+00	8.1864e+00
3524.02	2.5825e+00	8.1517e+00
3524.80	7.5102e+00	8.1950e+00
3525.57	1.5231e+01	8.1238e+00
3526.35	1.2623e+01	8.2635e+00
3527.12	1.3714e+01	8.3597e+00
3527.90	-4.2647e+00	8.2389e+00
3528.67	1.9080e+01	8.2905e+00
3529.45	1.1910e+01	8.1770e+00
3530.22	5.1112e+00	8.1587e+00
3531.00	5.8540e+00	8.1068e+00
3531.77	6.4799e+00	8.0456e+00
3532.55	3.9384e+00	8.1059e+00
3533.32	-6.1039e+00	8.1255e+00
3534.10	2.0593e+01	7.9737e+00
3534.87	2.6379e+01	7.8804e+00
3535.65	1.9473e+01	7.9487e+00
3536.42	2.5701e+01	8.0141e+00
3537.20	2.9632e+01	8.0588e+00
3537.97	9.3492e+00	8.0850e+00
3538.75	-6.5995e+00	8.1705e+00
3539.52	-5.5572e+00	8.1268e+00
3540.30	1.3214e+01	7.9222e+00
3541.07	3.1739e+01	7.9626e+00
3541.85	1.7197e+00	8.0907e+00
3542.62	-6.7859e+00	8.1022e+00
3543.40	1.2876e+01	8.1494e+00
3544.17	3.3967e+01	8.1017e+00
3544.95	1.6584e+01	8.0335e+00
3545.72	1.9026e+01	8.0446e+00
3546.50	1.7667e+01	8.0749e+00
3547.27	1.4491e+01	8.0755e+00
3548.05	2.2239e+01	8.1254e+00
3548.82	8.5210e+00	8.0047e+00
3549.60	1.4433e+01	7.8309e+00
3550.37	1.7723e+01	7.8901e+00
3551.15	5.2607e+00	7.9252e+00
3551.92	-1.1290e+01	7.6375e+00
3552.70	1.2881e+01	7.6415e+00
3553.47	1.5942e+01	7.6426e+00
3554.24	2.0830e+01	7.8082e+00
3555.02	1.6278e+00	7.8680e+00
3555.79	9.0020e+00	7.8991e+00
3556.57	1.5053e+01	7.7837e+00
3557.34	1.6300e+01	7.6790e+00
3558.12	3.1712e+01	7.5360e+00
3558.89	1.4643e+01	7.5842e+00
3559.67	4.1689e+00	7.6659e+00
3560.44	2.3397e+01	7.7236e+00
3561.22	1.0113e+01	7.7369e+00
3561.99	-6.5749e+00	7.7615e+00
3562.77	3.5137e+00	7.6613e+00
3563.54	1.2131e+01	7.5443e+00
3564.32	-1.1408e+00	7.4874e+00
3565.09	3.5610e+00	7.3384e+00
3565.87	7.0304e+00	7.3518e+00
3566.64	5.1746e-01	7.5149e+00
3567.42	2.1450e+00	7.4686e+00
3568.19	-8.3794e+00	7.3104e+00
3568.97	1.6604e+01	7.2783e+00
3569.74	1.0015e+00	7.2553e+00
3570.52	-1.1613e+01	7.2410e+00
3571.29	-2.7207e+00	7.3605e+00
3572.07	-1.3333e+01	7.2811e+00
3572.84	1.3612e+01	7.2557e+00
3573.62	2.0810e+01	7.2358e+00
3574.39	1.4468e+01	7.1700e+00
3575.17	5.1152e+00	7.1783e+00
3575.94	1.4695e+01	7.1736e+00
3576.72	1.4980e+01	7.2087e+00
3577.49	-7.2640e+00	7.1113e+00
3578.27	2.7524e+01	6.9146e+00
3579.04	2.3669e+01	6.8046e+00
3579.82	2.0619e+01	6.8758e+00
3580.59	1.1612e+01	6.8233e+00
3581.37	-3.4717e+00	6.8556e+00
3582.14	1.4764e+00	6.7809e+00
3582.92	6.1658e+00	6.7161e+00
3583.69	1.6495e+01	6.5961e+00
3584.47	1.8088e+01	6.6116e+00
3585.24	2.0697e+01	6.6383e+00
3586.02	1.2504e+01	6.6377e+00
3586.79	9.9573e+00	6.6703e+00
3587.57	-2.5799e+00	6.8723e+00
3588.34	-4.1091e+00	6.9750e+00
3589.12	7.4037e+00	6.9605e+00
3589.89	1.6332e+01	6.8964e+00
3590.67	2.3734e+01	6.8895e+00
3591.44	1.2690e+01	6.9719e+00
3592.22	8.6097e+00	6.8956e+00
3592.99	1.4505e+01	6.9221e+00
3593.77	1.6520e+01	6.8790e+00
3594.54	6.7440e+00	6.8349e+00
3595.32	9.8231e+00	6.8689e+00
3596.09	5.3725e+00	6.9138e+00
3596.87	1.6925e+01	6.8441e+00
3597.64	-1.9724e+00	6.8556e+00
3598.42	1.4700e+00	6.8166e+00
3599.19	-4.5576e+00	6.7842e+00
3599.97	-7.1515e+00	6.7973e+00
3600.74	-1.7041e+00	6.7618e+00
3601.52	2.1296e+00	6.6568e+00
3602.29	1.6689e+01	6.5998e+00
3603.07	4.7484e+00	6.5964e+00
3603.84	-3.8865e+00	6.5795e+00
3604.62	9.4715e+00	6.5320e+00
3605.39	2.7140e+01	6.4591e+00
3606.16	-2.5988e+00	6.4561e+00
3606.94	-2.4901e+00	6.4704e+00
3607.71	2.8833e+00	6.3131e+00
3608.49	1.7607e+01	6.3193e+00
3609.26	1.8440e+01	6.3427e+00
3610.04	1.5288e+01	6.3541e+00
3610.81	2.5649e+01	6.2553e+00
3611.59	6.7767e+00	6.2857e+00
3612.36	-1.1012e+01	6.2256e+00
3613.14	-7.1396e+00	6.3258e+00
3613.91	1.6877e+01	6.3284e+00
3614.69	-2.5481e+00	6.4511e+00
3615.46	1.0633e+01	6.5977e+00
3616.24	1.3272e+01	6.4499e+00
3617.01	2.1451e+01	6.4023e+00
3617.79	1.3603e+01	6.1855e+00
3618.56	1.3426e+00	6.2092e+00
3619.34	2.1284e+00	6.2250e+00
3620.11	6.6000e+00	6.0928e+00
3620.89	-6.8914e-01	6.1103e+00
3621.66	1.0951e+01	6.1904e+00
3622.44	8.4591e+00	6.0795e+00
3623.21	1.8404e+01	5.9829e+00
3623.99	-3.8750e+00	6.0467e+00
3624.76	-9.1151e+00	6.1237e+00
3625.54	1.3007e+01	6.1445e+00
3626.31	8.7428e+00	6.0857e+00
3627.09	1.0910e+01	6.0958e+00
3627.86	8.2568e+00	6.1174e+00
3628.64	1.3277e+01	6.1400e+00
3629.41	1.3040e+01	6.0031e+00
3630.19	1.2205e+01	5.8712e+00
3630.96	3.8280e+00	5.8604e+00
3631.74	6.1382e+00	5.9299e+00
3632.51	2.2077e+01	5.9345e+00
3633.29	1.5500e+01	5.8528e+00
3634.06	1.5800e+01	5.9001e+00
3634.84	9.1361e+00	5.9360e+00
3635.61	-4.4279e-01	5.8486e+00
3636.39	9.7552e+00	5.8348e+00
3637.16	1.2167e+01	5.8366e+00
3637.94	1.5606e+01	5.9457e+00
3638.71	9.8366e+00	5.9790e+00
3639.49	2.2785e+01	5.9586e+00
3640.26	2.0608e+00	5.9224e+00
3641.04	7.0335e+00	5.7875e+00
3641.81	-4.1541e+00	5.7580e+00
3642.59	-7.9584e+00	5.7396e+00
3643.36	1.0166e+01	5.7224e+00
