# Template: ASASSN-14ha_epoch_11
# Type: II IIP
# RLAP: 6.100
# Redshift: 0.003783
# Template Index: 4
# Flattened template spectrum
#wavelength[A] flux[arbitrary]
  3610.50723      0.00389
  3615.39846     -0.00666
  3620.29631      0.01189
  3625.20080     -0.00027
  3630.11193      0.00094
  3635.02971      0.02051
  3639.95416      0.01413
  3644.88528      0.02562
  3649.82308      0.01592
  3654.76757      0.01355
  3659.71875      0.02682
  3664.67665      0.03681
  3669.64126      0.02994
  3674.61259      0.02776
  3679.59066      0.02960
  3684.57548      0.02871
  3689.56705      0.03756
  3694.56538      0.03420
  3699.57048      0.03341
  3704.58236      0.03218
  3709.60103      0.01451
  3714.62650      0.02382
  3719.65878      0.01694
  3724.69787      0.02258
  3729.74380      0.02149
  3734.79655      0.00827
  3739.85616      0.00455
  3744.92262      0.00303
  3749.99594      0.01555
  3755.07613      0.03728
  3760.16321      0.03389
  3765.25718      0.02695
  3770.35804      0.00288
  3775.46582      0.02142
  3780.58052      0.03800
  3785.70215      0.04455
  3790.83072      0.04065
  3795.96623      0.02525
  3801.10870     -0.00283
  3806.25814     -0.02011
  3811.41455     -0.02710
  3816.57795     -0.01268
  3821.74834     -0.01404
  3826.92574     -0.01665
  3832.11016     -0.02102
  3837.30159     -0.00691
  3842.50006      0.01228
  3847.70557      0.01975
  3852.91813      0.00797
  3858.13776     -0.01011
  3863.36446     -0.02490
  3868.59823     -0.01196
  3873.83910      0.01391
  3879.08707      0.03730
  3884.34214      0.03227
  3889.60434      0.02625
  3894.87366      0.00277
  3900.15012     -0.03568
  3905.43374     -0.07893
  3910.72450     -0.09079
  3916.02244     -0.07600
  3921.32755     -0.04676
  3926.63985     -0.04962
  3931.95935     -0.06529
  3937.28606     -0.10440
  3942.61998     -0.11890
  3947.96112     -0.10233
  3953.30950     -0.04846
  3958.66513      0.01311
  3964.02801      0.03628
  3969.39816      0.05486
  3974.77558      0.05440
  3980.16029      0.06762
  3985.55229      0.06179
  3990.95160      0.05104
  3996.35822      0.04037
  4001.77217      0.02122
  4007.19345      0.01522
  4012.62207      0.00986
  4018.05805      0.00369
  4023.50139     -0.00011
  4028.95211     -0.00076
  4034.41021     -0.01000
  4039.87571     -0.01365
  4045.34861     -0.00643
  4050.82892     -0.00939
  4056.31666     -0.02447
  4061.81183     -0.03961
  4067.31445     -0.07682
  4072.82452     -0.09665
  4078.34206     -0.07922
  4083.86707     -0.03587
  4089.39957      0.01630
  4094.93956      0.04238
  4100.48705      0.05157
  4106.04206      0.06464
  4111.60460      0.07296
  4117.17467      0.09254
  4122.75229      0.08532
  4128.33747      0.07887
  4133.93021      0.05912
  4139.53053      0.05332
  4145.13843      0.04501
  4150.75393      0.02071
  4156.37704      0.02198
  4162.00777      0.01500
  4167.64612      0.01882
  4173.29211      0.01176
  4178.94576      0.01005
  4184.60706      0.01228
  4190.27603      0.00131
  4195.95268     -0.01102
  4201.63702     -0.01822
  4207.32906     -0.02205
  4213.02881     -0.01691
  4218.73629     -0.01753
  4224.45149     -0.01332
  4230.17444     -0.00894
  4235.90514     -0.00718
  4241.64361     -0.00689
  4247.38985     -0.01452
  4253.14387     -0.02089
  4258.90569     -0.01919
  4264.67531     -0.02280
  4270.45275     -0.02664
  4276.23802     -0.03006
  4282.03113     -0.03487
  4287.83208     -0.02572
  4293.64089     -0.04289
  4299.45757     -0.07150
  4305.28213     -0.10724
  4311.11458     -0.11465
  4316.95493     -0.07355
  4322.80320     -0.00997
  4328.65939      0.04751
  4334.52351      0.09901
  4340.39557      0.12432
  4346.27559      0.14801
  4352.16358      0.15366
  4358.05954      0.14796
  4363.96349      0.12548
  4369.87544      0.10063
  4375.79540      0.08048
  4381.72337      0.06594
  4387.65938      0.04471
  4393.60343      0.03265
  4399.55553      0.02425
  4405.51570      0.02403
  4411.48394      0.02363
  4417.46026      0.01458
  4423.44468      0.01033
  4429.43721      0.00730
  4435.43786     -0.00161
  4441.44664     -0.02067
  4447.46355     -0.05138
  4453.48862     -0.06865
  4459.52185     -0.05446
  4465.56325     -0.02841
  4471.61284     -0.01986
  4477.67062     -0.01202
  4483.73661     -0.00295
  4489.81082      0.00083
  4495.89326      0.02041
  4501.98393      0.01337
  4508.08286      0.00635
  4514.19005      0.00540
  4520.30551      0.00915
  4526.42926      0.00418
  4532.56130      0.00652
  4538.70165      0.00169
  4544.85032      0.00130
  4551.00732     -0.00160
  4557.17266      0.00516
  4563.34635      0.00884
  4569.52841      0.01219
  4575.71884      0.01220
  4581.91766      0.01108
  4588.12487      0.00346
  4594.34050     -0.00476
  4600.56454     -0.01032
  4606.79702     -0.00879
  4613.03794     -0.01382
  4619.28731     -0.02169
  4625.54515     -0.01958
  4631.81147     -0.01948
  4638.08628     -0.01042
  4644.36959     -0.01648
  4650.66141     -0.02377
  4656.96175     -0.03038
  4663.27063     -0.03065
  4669.58805     -0.03505
  4675.91404     -0.02720
  4682.24859     -0.02756
  4688.59173     -0.04193
  4694.94345     -0.04308
  4701.30379     -0.03349
  4707.67274     -0.03899
  4714.05032     -0.03740
  4720.43653     -0.03854
  4726.83140     -0.03882
  4733.23494     -0.04087
  4739.64714     -0.04423
  4746.06804     -0.04604
  4752.49763     -0.05569
  4758.93593     -0.05695
  4765.38296     -0.06378
  4771.83872     -0.06444
  4778.30322     -0.07141
  4784.77648     -0.07114
  4791.25852     -0.07075
  4797.74933     -0.07286
  4804.24894     -0.08419
  4810.75735     -0.12198
  4817.27458     -0.14610
  4823.80063     -0.15005
  4830.33553     -0.08365
  4836.87928      0.01030
  4843.43190      0.10728
  4849.99339      0.17241
  4856.56378      0.22460
  4863.14306      0.23315
  4869.73126      0.24644
  4876.32838      0.22535
  4882.93444      0.18823
  4889.54945      0.12640
  4896.17342      0.08851
  4902.80636      0.06512
  4909.44829      0.05181
  4916.09922      0.04261
  4922.75915      0.03504
  4929.42811      0.02400
  4936.10611      0.01404
  4942.79315      0.01001
  4949.48925      0.00475
  4956.19442     -0.00833
  4962.90868     -0.02207
  4969.63203     -0.03396
  4976.36449     -0.05293
  4983.10607     -0.06623
  4989.85678     -0.06237
  4996.61664     -0.04955
  5003.38565     -0.02637
  5010.16384     -0.00923
  5016.95121      0.00269
  5023.74777      0.00391
  5030.55354      0.01141
  5037.36853      0.01978
  5044.19276      0.02112
  5051.02623      0.01761
  5057.86895      0.00981
  5064.72095      0.00602
  5071.58222     -0.00580
  5078.45280     -0.00879
  5085.33268     -0.00610
  5092.22188     -0.01472
  5099.12041     -0.01321
  5106.02829     -0.01692
  5112.94553     -0.01367
  5119.87214     -0.03369
  5126.80813     -0.04657
